xYear,xMonth,State,County,Age_Group,rundatetime,PatCount_Opioid,Population
2018,2,CA,Shasta,25-44 yrs,01JUL2018:03:52:53,1699,"184,231"
2018,2,CA,Sierra,25-44 yrs,01JUL2018:03:52:53,14,"2,910"
2018,2,CA,Siskiyou,25-44 yrs,01JUL2018:03:52:53,303,"46,055"
2018,2,CA,Solano,25-44 yrs,01JUL2018:03:52:53,3157,"412,119"
2018,2,CA,Sonoma,25-44 yrs,01JUL2018:03:52:53,3097,"484,213"
2018,2,CA,Stanislaus,25-44 yrs,01JUL2018:03:52:53,5557,"518,345"
2018,2,CA,Sutter,25-44 yrs,01JUL2018:03:52:53,1049,"93,812"
2018,2,CA,Tehama,25-44 yrs,01JUL2018:03:52:53,521,"54,639"
2018,2,CA,Trinity,25-44 yrs,01JUL2018:03:52:53,135,"13,701"
2018,2,CA,Tulare,25-44 yrs,01JUL2018:03:52:53,3424,"438,352"
2018,2,CA,Tuolumne,25-44 yrs,01JUL2018:03:52:53,431,"54,242"
2018,2,CA,Ventura,25-44 yrs,01JUL2018:03:52:53,4925,"827,963"
2018,2,CA,Yolo,25-44 yrs,01JUL2018:03:52:53,1161,"202,753"
2018,2,CA,Yuba,25-44 yrs,01JUL2018:03:52:53,919,"71,319"
2018,2,CA,Alameda,45-64 yrs,01JUL2018:03:52:53,16688,"1,515,717"
2018,2,CA,Alpine,45-64 yrs,01JUL2018:03:52:53,3,"1,115"
2018,2,CA,Amador,45-64 yrs,01JUL2018:03:52:53,927,"38,211"
2018,2,CA,Butte,45-64 yrs,01JUL2018:03:52:53,5933,"220,287"
2018,2,CA,Calaveras,45-64 yrs,01JUL2018:03:52:53,1149,"45,570"
2018,2,CA,Colusa,45-64 yrs,01JUL2018:03:52:53,277,"21,608"
2018,2,CA,Contra Costa,45-64 yrs,01JUL2018:03:52:53,15816,"1,043,451"
2018,2,CA,Del Norte,45-64 yrs,01JUL2018:03:52:53,740,"28,596"
2018,2,CA,El Dorado,45-64 yrs,01JUL2018:03:52:53,3892,"180,987"
2018,2,CA,Fresno,45-64 yrs,01JUL2018:03:52:53,13745,"935,100"
2018,2,CA,Glenn,45-64 yrs,01JUL2018:03:52:53,616,"28,708"
2018,2,CA,Humboldt,45-64 yrs,01JUL2018:03:52:53,3137,"134,681"
2018,2,CA,Imperial,45-64 yrs,01JUL2018:03:52:53,1894,"170,552"
2018,2,CA,Inyo,45-64 yrs,01JUL2018:03:52:53,290,"19,497"
2018,2,CA,Kern,45-64 yrs,01JUL2018:03:52:53,14707,"841,588"
2018,2,CA,Kings,45-64 yrs,01JUL2018:03:52:53,2255,"151,702"
2018,2,CA,Lake,45-64 yrs,01JUL2018:03:52:53,1836,"64,599"
2018,2,CA,Lassen,45-64 yrs,01JUL2018:03:52:53,617,"37,144"
2018,2,CA,Los Angeles,45-64 yrs,01JUL2018:03:52:53,87133,"9,811,939"
2018,2,CA,Madera,45-64 yrs,01JUL2018:03:52:53,2183,"150,446"
2018,2,CA,Marin,45-64 yrs,01JUL2018:03:52:53,2771,"251,685"
2018,2,CA,Mariposa,45-64 yrs,01JUL2018:03:52:53,388,"16,900"
2018,2,CA,Mendocino,45-64 yrs,01JUL2018:03:52:53,1923,"87,595"
2018,2,CA,Merced,45-64 yrs,01JUL2018:03:52:53,3895,"254,483"
2018,2,CA,Modoc,45-64 yrs,01JUL2018:03:52:53,172,"8,506"
2018,2,CA,Mono,45-64 yrs,01JUL2018:03:52:53,110,"12,975"
2018,2,CA,Monterey,45-64 yrs,01JUL2018:03:52:53,3958,"402,842"
2018,2,CA,Napa,45-64 yrs,01JUL2018:03:52:53,1888,"137,050"
2018,2,CA,Nevada,45-64 yrs,01JUL2018:03:52:53,1747,"95,997"
2018,2,CA,Orange,45-64 yrs,01JUL2018:03:52:53,30638,"3,016,237"
2018,2,CA,Placer,45-64 yrs,01JUL2018:03:52:53,6044,"351,384"
2018,2,CA,Plumas,45-64 yrs,01JUL2018:03:52:53,424,"18,613"
2018,2,CA,Riverside,45-64 yrs,01JUL2018:03:52:53,32493,"2,191,564"
2018,2,CA,Sacramento,45-64 yrs,01JUL2018:03:52:53,24999,"1,420,705"
2018,2,CA,San Benito,45-64 yrs,01JUL2018:03:52:53,659,"53,857"
2018,2,CA,San Bernardino,45-64 yrs,01JUL2018:03:52:53,33363,"2,032,042"
2018,2,CA,San Diego,45-64 yrs,01JUL2018:03:52:53,34288,"3,091,958"
2018,2,CA,San Francisco,45-64 yrs,01JUL2018:03:52:53,6265,"805,232"
2018,2,CA,San Joaquin,45-64 yrs,01JUL2018:03:52:53,11449,"684,518"
2018,2,CA,San Luis Obispo,45-64 yrs,01JUL2018:03:52:53,4076,"269,227"
2018,2,CA,San Mateo,45-64 yrs,01JUL2018:03:52:53,5982,"690,399"
2018,2,CA,Santa Barbara,45-64 yrs,01JUL2018:03:52:53,5153,"424,106"
2018,2,CA,Santa Clara,45-64 yrs,01JUL2018:03:52:53,13077,"1,805,212"
2018,2,CA,Santa Cruz,45-64 yrs,01JUL2018:03:52:53,3301,"280,225"
2018,2,CA,Shasta,45-64 yrs,01JUL2018:03:52:53,4708,"184,231"
2018,2,CA,Sierra,45-64 yrs,01JUL2018:03:52:53,40,"2,910"
2018,2,CA,Siskiyou,45-64 yrs,01JUL2018:03:52:53,1090,"46,055"
2018,2,CA,Solano,45-64 yrs,01JUL2018:03:52:53,7299,"412,119"
2018,2,CA,Sonoma,45-64 yrs,01JUL2018:03:52:53,7931,"484,213"
2018,2,CA,Stanislaus,45-64 yrs,01JUL2018:03:52:53,11527,"518,345"
2018,2,CA,Sutter,45-64 yrs,01JUL2018:03:52:53,2041,"93,812"
2018,2,CA,Tehama,45-64 yrs,01JUL2018:03:52:53,1447,"54,639"
2018,2,CA,Trinity,45-64 yrs,01JUL2018:03:52:53,378,"13,701"
2018,2,CA,Tulare,45-64 yrs,01JUL2018:03:52:53,6764,"438,352"
2018,2,CA,Tuolumne,45-64 yrs,01JUL2018:03:52:53,1390,"54,242"
2018,2,CA,Ventura,45-64 yrs,01JUL2018:03:52:53,11312,"827,963"
2018,2,CA,Yolo,45-64 yrs,01JUL2018:03:52:53,2489,"202,753"
2018,2,CA,Yuba,45-64 yrs,01JUL2018:03:52:53,1958,"71,319"
2018,2,CA,Alameda,=< 14 yrs,01JUL2018:03:52:53,222,"1,515,717"
2018,2,CA,Alpine,=< 14 yrs,01JUL2018:03:52:53,0,"1,115"
2018,2,CA,Amador,=< 14 yrs,01JUL2018:03:52:53,7,"38,211"
2018,2,CA,Butte,=< 14 yrs,01JUL2018:03:52:53,40,"220,287"
2018,2,CA,Calaveras,=< 14 yrs,01JUL2018:03:52:53,10,"45,570"
2018,2,CA,Colusa,=< 14 yrs,01JUL2018:03:52:53,4,"21,608"
2018,2,CA,Contra Costa,=< 14 yrs,01JUL2018:03:52:53,222,"1,043,451"
2018,2,CA,Del Norte,=< 14 yrs,01JUL2018:03:52:53,4,"28,596"
2018,2,CA,El Dorado,=< 14 yrs,01JUL2018:03:52:53,37,"180,987"
2018,2,CA,Fresno,=< 14 yrs,01JUL2018:03:52:53,228,"935,100"
2018,2,CA,Glenn,=< 14 yrs,01JUL2018:03:52:53,3,"28,708"
2018,2,CA,Humboldt,=< 14 yrs,01JUL2018:03:52:53,17,"134,681"
2018,2,CA,Imperial,=< 14 yrs,01JUL2018:03:52:53,25,"170,552"
2018,2,CA,Inyo,=< 14 yrs,01JUL2018:03:52:53,2,"19,497"
2018,2,CA,Kern,=< 14 yrs,01JUL2018:03:52:53,192,"841,588"
2018,2,CA,Kings,=< 14 yrs,01JUL2018:03:52:53,31,"151,702"
2018,2,CA,Lake,=< 14 yrs,01JUL2018:03:52:53,18,"64,599"
2018,2,CA,Lassen,=< 14 yrs,01JUL2018:03:52:53,6,"37,144"
2018,2,CA,Los Angeles,=< 14 yrs,01JUL2018:03:52:53,1086,"9,811,939"
2018,2,CA,Madera,=< 14 yrs,01JUL2018:03:52:53,35,"150,446"
2018,2,CA,Marin,=< 14 yrs,01JUL2018:03:52:53,54,"251,685"
2018,2,CA,Mariposa,=< 14 yrs,01JUL2018:03:52:53,3,"16,900"
2018,2,CA,Mendocino,=< 14 yrs,01JUL2018:03:52:53,15,"87,595"
2018,2,CA,Merced,=< 14 yrs,01JUL2018:03:52:53,58,"254,483"
2018,2,CA,Modoc,=< 14 yrs,01JUL2018:03:52:53,0,"8,506"
2018,2,CA,Mono,=< 14 yrs,01JUL2018:03:52:53,5,"12,975"
2018,2,CA,Monterey,=< 14 yrs,01JUL2018:03:52:53,91,"402,842"
2018,2,CA,Napa,=< 14 yrs,01JUL2018:03:52:53,31,"137,050"
2018,2,CA,Nevada,=< 14 yrs,01JUL2018:03:52:53,23,"95,997"
2018,2,CA,Orange,=< 14 yrs,01JUL2018:03:52:53,424,"3,016,237"
2018,2,CA,Placer,=< 14 yrs,01JUL2018:03:52:53,79,"351,384"
2018,2,CA,Plumas,=< 14 yrs,01JUL2018:03:52:53,1,"18,613"
2018,2,CA,Riverside,=< 14 yrs,01JUL2018:03:52:53,437,"2,191,564"
2018,2,CA,Sacramento,=< 14 yrs,01JUL2018:03:52:53,282,"1,420,705"
2018,2,CA,San Benito,=< 14 yrs,01JUL2018:03:52:53,11,"53,857"
2018,2,CA,San Bernardino,=< 14 yrs,01JUL2018:03:52:53,382,"2,032,042"
2018,2,CA,San Diego,=< 14 yrs,01JUL2018:03:52:53,444,"3,091,958"
2018,2,CA,San Francisco,=< 14 yrs,01JUL2018:03:52:53,84,"805,232"
2018,2,CA,San Joaquin,=< 14 yrs,01JUL2018:03:52:53,137,"684,518"
2018,2,CA,San Luis Obispo,=< 14 yrs,01JUL2018:03:52:53,42,"269,227"
2018,2,CA,San Mateo,=< 14 yrs,01JUL2018:03:52:53,108,"690,399"
2018,2,CA,Santa Barbara,=< 14 yrs,01JUL2018:03:52:53,86,"424,106"
2018,2,CA,Santa Clara,=< 14 yrs,01JUL2018:03:52:53,336,"1,805,212"
2018,2,CA,Santa Cruz,=< 14 yrs,01JUL2018:03:52:53,51,"280,225"
2018,2,CA,Shasta,=< 14 yrs,01JUL2018:03:52:53,39,"184,231"
2018,2,CA,Sierra,=< 14 yrs,01JUL2018:03:52:53,0,"2,910"
2018,2,CA,Siskiyou,=< 14 yrs,01JUL2018:03:52:53,9,"46,055"
2018,2,CA,Solano,=< 14 yrs,01JUL2018:03:52:53,75,"412,119"
2018,2,CA,Sonoma,=< 14 yrs,01JUL2018:03:52:53,59,"484,213"
2018,2,CA,Stanislaus,=< 14 yrs,01JUL2018:03:52:53,152,"518,345"
2018,2,CA,Sutter,=< 14 yrs,01JUL2018:03:52:53,19,"93,812"
2018,2,CA,Tehama,=< 14 yrs,01JUL2018:03:52:53,12,"54,639"
2018,2,CA,Trinity,=< 14 yrs,01JUL2018:03:52:53,4,"13,701"
2018,2,CA,Tulare,=< 14 yrs,01JUL2018:03:52:53,127,"438,352"
2018,2,CA,Tuolumne,=< 14 yrs,01JUL2018:03:52:53,12,"54,242"
2018,2,CA,Ventura,=< 14 yrs,01JUL2018:03:52:53,122,"827,963"
2018,2,CA,Yolo,=< 14 yrs,01JUL2018:03:52:53,33,"202,753"
2018,2,CA,Yuba,=< 14 yrs,01JUL2018:03:52:53,19,"71,319"
2018,2,CA,Alameda,>= 65 yrs,01JUL2018:03:52:53,12582,"1,515,717"
2018,2,CA,Alpine,>= 65 yrs,01JUL2018:03:52:53,6,"1,115"
2018,2,CA,Amador,>= 65 yrs,01JUL2018:03:52:53,870,"38,211"
2018,2,CA,Butte,>= 65 yrs,01JUL2018:03:52:53,4820,"220,287"
2018,2,CA,Calaveras,>= 65 yrs,01JUL2018:03:52:53,893,"45,570"
2018,2,CA,Colusa,>= 65 yrs,01JUL2018:03:52:53,240,"21,608"
2018,2,CA,Contra Costa,>= 65 yrs,01JUL2018:03:52:53,12055,"1,043,451"
2018,2,CA,Del Norte,>= 65 yrs,01JUL2018:03:52:53,503,"28,596"
2018,2,CA,El Dorado,>= 65 yrs,01JUL2018:03:52:53,3066,"180,987"
2018,2,CA,Fresno,>= 65 yrs,01JUL2018:03:52:53,10015,"935,100"
2018,2,CA,Glenn,>= 65 yrs,01JUL2018:03:52:53,417,"28,708"
2018,2,CA,Humboldt,>= 65 yrs,01JUL2018:03:52:53,2554,"134,681"
2018,2,CA,Imperial,>= 65 yrs,01JUL2018:03:52:53,1454,"170,552"
2018,2,CA,Inyo,>= 65 yrs,01JUL2018:03:52:53,272,"19,497"
2018,2,CA,Kern,>= 65 yrs,01JUL2018:03:52:53,9124,"841,588"
2018,2,CA,Kings,>= 65 yrs,01JUL2018:03:52:53,1353,"151,702"
2018,2,CA,Lake,>= 65 yrs,01JUL2018:03:52:53,1362,"64,599"
2018,2,CA,Lassen,>= 65 yrs,01JUL2018:03:52:53,399,"37,144"
2018,2,CA,Los Angeles,>= 65 yrs,01JUL2018:03:52:53,67936,"9,811,939"
2018,2,CA,Madera,>= 65 yrs,01JUL2018:03:52:53,1725,"150,446"
2018,2,CA,Marin,>= 65 yrs,01JUL2018:03:52:53,3155,"251,685"
2018,2,CA,Mariposa,>= 65 yrs,01JUL2018:03:52:53,321,"16,900"
2018,2,CA,Mendocino,>= 65 yrs,01JUL2018:03:52:53,1709,"87,595"
2018,2,CA,Merced,>= 65 yrs,01JUL2018:03:52:53,2420,"254,483"
2018,2,CA,Modoc,>= 65 yrs,01JUL2018:03:52:53,130,"8,506"
2018,2,CA,Mono,>= 65 yrs,01JUL2018:03:52:53,52,"12,975"
2018,2,CA,Monterey,>= 65 yrs,01JUL2018:03:52:53,2979,"402,842"
2018,2,CA,Napa,>= 65 yrs,01JUL2018:03:52:53,1886,"137,050"
2018,2,CA,Nevada,>= 65 yrs,01JUL2018:03:52:53,1711,"95,997"
2018,2,CA,Orange,>= 65 yrs,01JUL2018:03:52:53,25291,"3,016,237"
2018,2,CA,Placer,>= 65 yrs,01JUL2018:03:52:53,5671,"351,384"
2018,2,CA,Plumas,>= 65 yrs,01JUL2018:03:52:53,294,"18,613"
2018,2,CA,Riverside,>= 65 yrs,01JUL2018:03:52:53,24730,"2,191,564"
2018,2,CA,Sacramento,>= 65 yrs,01JUL2018:03:52:53,17525,"1,420,705"
2018,2,CA,San Benito,>= 65 yrs,01JUL2018:03:52:53,352,"53,857"
2018,2,CA,San Bernardino,>= 65 yrs,01JUL2018:03:52:53,20770,"2,032,042"
2018,2,CA,San Diego,>= 65 yrs,01JUL2018:03:52:53,27228,"3,091,958"
2018,2,CA,San Francisco,>= 65 yrs,01JUL2018:03:52:53,5251,"805,232"
2018,2,CA,San Joaquin,>= 65 yrs,01JUL2018:03:52:53,7816,"684,518"
2018,2,CA,San Luis Obispo,>= 65 yrs,01JUL2018:03:52:53,3795,"269,227"
2018,2,CA,San Mateo,>= 65 yrs,01JUL2018:03:52:53,5282,"690,399"
2018,2,CA,Santa Barbara,>= 65 yrs,01JUL2018:03:52:53,4077,"424,106"
2018,2,CA,Santa Clara,>= 65 yrs,01JUL2018:03:52:53,10527,"1,805,212"
2018,2,CA,Santa Cruz,>= 65 yrs,01JUL2018:03:52:53,2960,"280,225"
2018,2,CA,Shasta,>= 65 yrs,01JUL2018:03:52:53,4080,"184,231"
2018,2,CA,Sierra,>= 65 yrs,01JUL2018:03:52:53,39,"2,910"
2018,2,CA,Siskiyou,>= 65 yrs,01JUL2018:03:52:53,784,"46,055"
2018,2,CA,Solano,>= 65 yrs,01JUL2018:03:52:53,4933,"412,119"
2018,2,CA,Sonoma,>= 65 yrs,01JUL2018:03:52:53,6813,"484,213"
2018,2,CA,Stanislaus,>= 65 yrs,01JUL2018:03:52:53,8012,"518,345"
2018,2,CA,Sutter,>= 65 yrs,01JUL2018:03:52:53,1523,"93,812"
2018,2,CA,Tehama,>= 65 yrs,01JUL2018:03:52:53,1086,"54,639"
2018,2,CA,Trinity,>= 65 yrs,01JUL2018:03:52:53,312,"13,701"
2018,2,CA,Tulare,>= 65 yrs,01JUL2018:03:52:53,4655,"438,352"
2018,2,CA,Tuolumne,>= 65 yrs,01JUL2018:03:52:53,1182,"54,242"
2018,2,CA,Ventura,>= 65 yrs,01JUL2018:03:52:53,8395,"827,963"
2018,2,CA,Yolo,>= 65 yrs,01JUL2018:03:52:53,1915,"202,753"
2018,2,CA,Yuba,>= 65 yrs,01JUL2018:03:52:53,1117,"71,319"
2018,3,CA,Alameda,15-24 yrs,01JUL2018:03:52:53,1679,"1,515,717"
2018,3,CA,Alpine,15-24 yrs,01JUL2018:03:52:53,2,"1,115"
2018,3,CA,Amador,15-24 yrs,01JUL2018:03:52:53,44,"38,211"
2018,3,CA,Butte,15-24 yrs,01JUL2018:03:52:53,381,"220,287"
2018,3,CA,Calaveras,15-24 yrs,01JUL2018:03:52:53,50,"45,570"
2018,3,CA,Colusa,15-24 yrs,01JUL2018:03:52:53,31,"21,608"
2018,3,CA,Contra Costa,15-24 yrs,01JUL2018:03:52:53,1439,"1,043,451"
2018,3,CA,Del Norte,15-24 yrs,01JUL2018:03:52:53,38,"28,596"
2018,3,CA,El Dorado,15-24 yrs,01JUL2018:03:52:53,341,"180,987"
2018,3,CA,Fresno,15-24 yrs,01JUL2018:03:52:53,1593,"935,100"
2018,3,CA,Glenn,15-24 yrs,01JUL2018:03:52:53,53,"28,708"
2018,3,CA,Humboldt,15-24 yrs,01JUL2018:03:52:53,176,"134,681"
2018,3,CA,Imperial,15-24 yrs,01JUL2018:03:52:53,200,"170,552"
2018,3,CA,Inyo,15-24 yrs,01JUL2018:03:52:53,16,"19,497"
2018,3,CA,Kern,15-24 yrs,01JUL2018:03:52:53,1557,"841,588"
2018,3,CA,Kings,15-24 yrs,01JUL2018:03:52:53,261,"151,702"
2018,3,CA,Lake,15-24 yrs,01JUL2018:03:52:53,87,"64,599"
2018,3,CA,Lassen,15-24 yrs,01JUL2018:03:52:53,36,"37,144"
2018,3,CA,Los Angeles,15-24 yrs,01JUL2018:03:52:53,10047,"9,811,939"
2018,3,CA,Madera,15-24 yrs,01JUL2018:03:52:53,242,"150,446"
2018,3,CA,Marin,15-24 yrs,01JUL2018:03:52:53,226,"251,685"
2018,3,CA,Mariposa,15-24 yrs,01JUL2018:03:52:53,18,"16,900"
2018,3,CA,Mendocino,15-24 yrs,01JUL2018:03:52:53,122,"87,595"
2018,3,CA,Merced,15-24 yrs,01JUL2018:03:52:53,453,"254,483"
2018,3,CA,Modoc,15-24 yrs,01JUL2018:03:52:53,5,"8,506"
2018,3,CA,Mono,15-24 yrs,01JUL2018:03:52:53,23,"12,975"
2018,3,CA,Monterey,15-24 yrs,01JUL2018:03:52:53,572,"402,842"
2018,3,CA,Napa,15-24 yrs,01JUL2018:03:52:53,159,"137,050"
2018,3,CA,Nevada,15-24 yrs,01JUL2018:03:52:53,129,"95,997"
2018,3,CA,Orange,15-24 yrs,01JUL2018:03:52:53,3458,"3,016,237"
2018,3,CA,Placer,15-24 yrs,01JUL2018:03:52:53,575,"351,384"
2018,3,CA,Plumas,15-24 yrs,01JUL2018:03:52:53,16,"18,613"
2018,3,CA,Riverside,15-24 yrs,01JUL2018:03:52:53,3214,"2,191,564"
2018,3,CA,Sacramento,15-24 yrs,01JUL2018:03:52:53,2130,"1,420,705"
2018,3,CA,San Benito,15-24 yrs,01JUL2018:03:52:53,89,"53,857"
2018,3,CA,San Bernardino,15-24 yrs,01JUL2018:03:52:53,3164,"2,032,042"
2018,3,CA,San Diego,15-24 yrs,01JUL2018:03:52:53,3666,"3,091,958"
2018,3,CA,San Francisco,15-24 yrs,01JUL2018:03:52:53,572,"805,232"
2018,3,CA,San Joaquin,15-24 yrs,01JUL2018:03:52:53,1156,"684,518"
2018,3,CA,San Luis Obispo,15-24 yrs,01JUL2018:03:52:53,343,"269,227"
2018,3,CA,San Mateo,15-24 yrs,01JUL2018:03:52:53,666,"690,399"
2018,3,CA,Santa Barbara,15-24 yrs,01JUL2018:03:52:53,534,"424,106"
2018,3,CA,Santa Clara,15-24 yrs,01JUL2018:03:52:53,1649,"1,805,212"
2018,3,CA,Santa Cruz,15-24 yrs,01JUL2018:03:52:53,371,"280,225"
2018,3,CA,Shasta,15-24 yrs,01JUL2018:03:52:53,255,"184,231"
2018,3,CA,Sierra,15-24 yrs,01JUL2018:03:52:53,0,"2,910"
2018,3,CA,Siskiyou,15-24 yrs,01JUL2018:03:52:53,45,"46,055"
2018,3,CA,Solano,15-24 yrs,01JUL2018:03:52:53,619,"412,119"
2018,3,CA,Sonoma,15-24 yrs,01JUL2018:03:52:53,654,"484,213"
2018,3,CA,Stanislaus,15-24 yrs,01JUL2018:03:52:53,964,"518,345"
2018,3,CA,Sutter,15-24 yrs,01JUL2018:03:52:53,162,"93,812"
2018,3,CA,Tehama,15-24 yrs,01JUL2018:03:52:53,108,"54,639"
2018,3,CA,Trinity,15-24 yrs,01JUL2018:03:52:53,20,"13,701"
2018,3,CA,Tulare,15-24 yrs,01JUL2018:03:52:53,766,"438,352"
2018,3,CA,Tuolumne,15-24 yrs,01JUL2018:03:52:53,72,"54,242"
2018,3,CA,Ventura,15-24 yrs,01JUL2018:03:52:53,1118,"827,963"
2018,3,CA,Yolo,15-24 yrs,01JUL2018:03:52:53,265,"202,753"
2018,3,CA,Yuba,15-24 yrs,01JUL2018:03:52:53,119,"71,319"
2018,3,CA,Alameda,25-44 yrs,01JUL2018:03:52:53,8512,"1,515,717"
2018,3,CA,Alpine,25-44 yrs,01JUL2018:03:52:53,4,"1,115"
2018,3,CA,Amador,25-44 yrs,01JUL2018:03:52:53,312,"38,211"
2018,3,CA,Butte,25-44 yrs,01JUL2018:03:52:53,2582,"220,287"
2018,3,CA,Calaveras,25-44 yrs,01JUL2018:03:52:53,360,"45,570"
2018,3,CA,Colusa,25-44 yrs,01JUL2018:03:52:53,150,"21,608"
2018,3,CA,Contra Costa,25-44 yrs,01JUL2018:03:52:53,7397,"1,043,451"
2018,3,CA,Del Norte,25-44 yrs,01JUL2018:03:52:53,267,"28,596"
2018,3,CA,El Dorado,25-44 yrs,01JUL2018:03:52:53,1417,"180,987"
2018,3,CA,Fresno,25-44 yrs,01JUL2018:03:52:53,7712,"935,100"
2018,3,CA,Glenn,25-44 yrs,01JUL2018:03:52:53,287,"28,708"
2018,3,CA,Humboldt,25-44 yrs,01JUL2018:03:52:53,1366,"134,681"
2018,3,CA,Imperial,25-44 yrs,01JUL2018:03:52:53,1021,"170,552"
2018,3,CA,Inyo,25-44 yrs,01JUL2018:03:52:53,125,"19,497"
2018,3,CA,Kern,25-44 yrs,01JUL2018:03:52:53,7923,"841,588"
2018,3,CA,Kings,25-44 yrs,01JUL2018:03:52:53,1277,"151,702"
2018,3,CA,Lake,25-44 yrs,01JUL2018:03:52:53,656,"64,599"
2018,3,CA,Lassen,25-44 yrs,01JUL2018:03:52:53,235,"37,144"
2018,3,CA,Los Angeles,25-44 yrs,01JUL2018:03:52:53,48142,"9,811,939"
2018,3,CA,Madera,25-44 yrs,01JUL2018:03:52:53,1006,"150,446"
2018,3,CA,Marin,25-44 yrs,01JUL2018:03:52:53,965,"251,685"
2018,3,CA,Mariposa,25-44 yrs,01JUL2018:03:52:53,100,"16,900"
2018,3,CA,Mendocino,25-44 yrs,01JUL2018:03:52:53,788,"87,595"
2018,3,CA,Merced,25-44 yrs,01JUL2018:03:52:53,2230,"254,483"
2018,3,CA,Modoc,25-44 yrs,01JUL2018:03:52:53,62,"8,506"
2018,3,CA,Mono,25-44 yrs,01JUL2018:03:52:53,85,"12,975"
2018,3,CA,Monterey,25-44 yrs,01JUL2018:03:52:53,2283,"402,842"
2018,3,CA,Napa,25-44 yrs,01JUL2018:03:52:53,800,"137,050"
2018,3,CA,Nevada,25-44 yrs,01JUL2018:03:52:53,705,"95,997"
2018,3,CA,Orange,25-44 yrs,01JUL2018:03:52:53,16300,"3,016,237"
2018,3,CA,Placer,25-44 yrs,01JUL2018:03:52:53,2746,"351,384"
2018,3,CA,Plumas,25-44 yrs,01JUL2018:03:52:53,129,"18,613"
2018,3,CA,Riverside,25-44 yrs,01JUL2018:03:52:53,16640,"2,191,564"
2018,3,CA,Sacramento,25-44 yrs,01JUL2018:03:52:53,12796,"1,420,705"
2018,3,CA,San Benito,25-44 yrs,01JUL2018:03:52:53,365,"53,857"
2018,3,CA,San Bernardino,25-44 yrs,01JUL2018:03:52:53,17027,"2,032,042"
2018,3,CA,San Diego,25-44 yrs,01JUL2018:03:52:53,18081,"3,091,958"
2018,3,CA,San Francisco,25-44 yrs,01JUL2018:03:52:53,4023,"805,232"
2018,3,CA,San Joaquin,25-44 yrs,01JUL2018:03:52:53,5838,"684,518"
2018,3,CA,San Luis Obispo,25-44 yrs,01JUL2018:03:52:53,1658,"269,227"
2018,3,CA,San Mateo,25-44 yrs,01JUL2018:03:52:53,3042,"690,399"
2018,3,CA,Santa Barbara,25-44 yrs,01JUL2018:03:52:53,2481,"424,106"
2018,3,CA,Santa Clara,25-44 yrs,01JUL2018:03:52:53,8179,"1,805,212"
2018,3,CA,Santa Cruz,25-44 yrs,01JUL2018:03:52:53,1558,"280,225"
2018,3,CA,Shasta,25-44 yrs,01JUL2018:03:52:53,1810,"184,231"
2018,3,CA,Sierra,25-44 yrs,01JUL2018:03:52:53,11,"2,910"
2018,3,CA,Siskiyou,25-44 yrs,01JUL2018:03:52:53,318,"46,055"
2018,3,CA,Solano,25-44 yrs,01JUL2018:03:52:53,3512,"412,119"
2018,3,CA,Sonoma,25-44 yrs,01JUL2018:03:52:53,3274,"484,213"
2018,3,CA,Stanislaus,25-44 yrs,01JUL2018:03:52:53,5879,"518,345"
2018,3,CA,Sutter,25-44 yrs,01JUL2018:03:52:53,1043,"93,812"
2018,3,CA,Tehama,25-44 yrs,01JUL2018:03:52:53,578,"54,639"
2018,3,CA,Trinity,25-44 yrs,01JUL2018:03:52:53,122,"13,701"
2018,3,CA,Tulare,25-44 yrs,01JUL2018:03:52:53,3636,"438,352"
2018,3,CA,Tuolumne,25-44 yrs,01JUL2018:03:52:53,448,"54,242"
2018,3,CA,Ventura,25-44 yrs,01JUL2018:03:52:53,5454,"827,963"
2018,3,CA,Yolo,25-44 yrs,01JUL2018:03:52:53,1272,"202,753"
2018,3,CA,Yuba,25-44 yrs,01JUL2018:03:52:53,1009,"71,319"
2018,3,CA,Alameda,45-64 yrs,01JUL2018:03:52:53,17671,"1,515,717"
2018,3,CA,Alpine,45-64 yrs,01JUL2018:03:52:53,6,"1,115"
2018,3,CA,Amador,45-64 yrs,01JUL2018:03:52:53,991,"38,211"
2018,3,CA,Butte,45-64 yrs,01JUL2018:03:52:53,6249,"220,287"
2018,3,CA,Calaveras,45-64 yrs,01JUL2018:03:52:53,1138,"45,570"
2018,3,CA,Colusa,45-64 yrs,01JUL2018:03:52:53,320,"21,608"
2018,3,CA,Contra Costa,45-64 yrs,01JUL2018:03:52:53,16775,"1,043,451"
2018,3,CA,Del Norte,45-64 yrs,01JUL2018:03:52:53,809,"28,596"
2018,3,CA,El Dorado,45-64 yrs,01JUL2018:03:52:53,4128,"180,987"
2018,3,CA,Fresno,45-64 yrs,01JUL2018:03:52:53,14981,"935,100"
2018,3,CA,Glenn,45-64 yrs,01JUL2018:03:52:53,637,"28,708"
2018,3,CA,Humboldt,45-64 yrs,01JUL2018:03:52:53,3346,"134,681"
2018,3,CA,Imperial,45-64 yrs,01JUL2018:03:52:53,1972,"170,552"
2018,3,CA,Inyo,45-64 yrs,01JUL2018:03:52:53,310,"19,497"
2018,3,CA,Kern,45-64 yrs,01JUL2018:03:52:53,15558,"841,588"
2018,3,CA,Kings,45-64 yrs,01JUL2018:03:52:53,2328,"151,702"
